rank,district,state,risk_score,dominant_hazard,dominant_hazard_score,explanation,recommendation,population_at_risk,children_under5_at_risk,adaptive_capacity,wash_sanitation_pct,wash_disruption_days
487,Jalgaon,Maharashtra,3.94,wet-bulb heat,2.61,High wet-bulb heat hazard (2.6) compounded by poor sanitation (60%) and high population (6.5M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,6463416,549393,0.807,59.7,62.5
488,Dewas,Madhya Pradesh,3.94,wet-bulb heat,2.89,High wet-bulb heat hazard (2.9) compounded by high population (2.5M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,2545630,280020,0.79,69.6,46.9
489,Neemuch,Madhya Pradesh,3.93,wet-bulb heat,2.94,High wet-bulb heat hazard (2.9) compounded by high population (1.1M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1089130,125248,0.808,68.9,49.3
490,Shivpuri,Madhya Pradesh,3.93,wet-bulb heat,3.36,High wet-bulb heat hazard (3.4) compounded by poor sanitation (56%) and poor water access (87%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,2664866,293131,0.731,55.5,67.5
491,Sheopur,Madhya Pradesh,3.92,wet-bulb heat,2.15,High wet-bulb heat hazard (2.1) compounded by poor sanitation (48%) and poor water access (91%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,1282845,141113,0.696,48.0,66.5
492,Visakhapatnam,Andhra Pradesh,3.92,flood,2.6,High flood hazard (2.6) compounded by high population (5.5M).,Prioritise flood early warning for dense settlements; child-safe evacuation points.,5516719,540077,0.833,77.8,74.4
493,Lower Dibang Valley,Arunachal Pradesh,3.92,cold wave,1.62,High cold wave hazard (1.6).,Distribute blankets and warm clothing; open night shelters; ensure hot water supply.,59186,5623,0.884,89.9,15.6
494,Wardha,Maharashtra,3.92,wet-bulb heat,2.89,High wet-bulb heat hazard (2.9) compounded by high population (1.9M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1873452,159244,0.912,80.2,78.7
495,Seoni,Madhya Pradesh,3.9,wet-bulb heat,3.18,High wet-bulb heat hazard (3.2) compounded by poor water access (79%) and poor sanitation (56%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,2082678,226328,0.744,56.2,47.9
496,Akola,Maharashtra,3.9,wet-bulb heat,3.08,High wet-bulb heat hazard (3.1) compounded by high population (2.8M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,2795436,237613,0.867,69.5,70.7
497,Khargone (West Nimar),Madhya Pradesh,3.89,wet-bulb heat,2.75,High wet-bulb heat hazard (2.8) compounded by high population (2.8M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,2751441,302091,0.801,73.8,65.1
498,Kondagaon,Chhattisgarh,3.89,wet-bulb heat,3.12,High wet-bulb heat hazard (3.1) compounded by poor water access (0%) and poor sanitation (0%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,878971,87897,0.0,0.0,35.7
499,Kandhamal,Odisha,3.89,wet-bulb heat,3.1,High wet-bulb heat hazard (3.1) compounded by poor water access (64%) and poor sanitation (52%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,950817,82736,0.706,52.4,39.8
500,East Kameng,Arunachal Pradesh,3.88,cold wave,2.43,High cold wave hazard (2.4).,Distribute blankets and warm clothing; open night shelters; ensure hot water supply.,185894,17659,0.787,75.6,0.0
501,Tikamgarh,Madhya Pradesh,3.88,wet-bulb heat,3.26,High wet-bulb heat hazard (3.3) compounded by poor water access (80%) and poor sanitation (57%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,1440284,158433,0.732,56.6,81.4
502,Sikar,Rajasthan,3.87,wet-bulb heat,2.64,High wet-bulb heat hazard (2.6) compounded by high population (4.1M) and groundwater stress (1.00).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,4083544,469607,0.85,77.9,57.7
503,Kamareddy,Telangana,3.87,wet-bulb heat,3.76,High wet-bulb heat hazard (3.8) compounded by high population (1.2M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1183323,88751,0.832,68.2,58.8
504,Dhule,Maharashtra,3.87,wet-bulb heat,2.63,High wet-bulb heat hazard (2.6) compounded by poor sanitation (59%) and poor water access (90%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,3343617,349020,0.744,58.9,54.1
505,Baran,Rajasthan,3.87,wet-bulb heat,3.08,High wet-bulb heat hazard (3.1) compounded by poor sanitation (59%) and high population (1.8M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,1752776,192805,0.766,59.0,74.3
506,Hoshangabad,Madhya Pradesh,3.87,wet-bulb heat,3.03,High wet-bulb heat hazard (3.0) compounded by high population (2.0M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1957568,210055,0.793,68.5,64.6
507,Jangaon,Telangana,3.87,wet-bulb heat,3.68,High wet-bulb heat hazard (3.7) compounded by poor water access (0%) and poor sanitation (0%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,797079,59781,0.0,0.0,73.0
508,Rayagada,Odisha,3.87,wet-bulb heat,3.44,High wet-bulb heat hazard (3.4) compounded by poor sanitation (50%) and poor water access (91%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,1664877,166486,0.678,50.5,68.2
509,Peddapalli,Telangana,3.85,wet-bulb heat,2.38,High wet-bulb heat hazard (2.4) compounded by high population (1.2M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1181879,88643,0.875,77.8,79.5
510,Mandla,Madhya Pradesh,3.84,wet-bulb heat,3.28,High wet-bulb heat hazard (3.3) compounded by poor water access (80%) and poor sanitation (58%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,1496425,161162,0.731,58.4,52.8
511,Mancherial,Telangana,3.84,wet-bulb heat,2.66,High wet-bulb heat hazard (2.7) compounded by high population (1.3M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1306653,98865,0.854,78.1,90.2
512,Dehradun,Uttarakhand,3.84,flood,2.14,High flood hazard (2.1) compounded by high population (2.9M).,Prioritise flood early warning for dense settlements; child-safe evacuation points.,2856511,242804,0.907,83.9,17.7
513,Dakshin Bastar Dantewada,Chhattisgarh,3.83,wet-bulb heat,3.54,High wet-bulb heat hazard (3.5) compounded by poor sanitation (60%) and low adaptive capacity.,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,340741,34074,0.0,60.5,50.9
514,Ramanathapuram,Tamil Nadu,3.83,wet-bulb heat,2.26,High wet-bulb heat hazard (2.3) compounded by high population (1.3M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1288636,90205,0.902,78.6,120.5
515,Burhanpur,Madhya Pradesh,3.82,wet-bulb heat,2.83,High wet-bulb heat hazard (2.8) compounded by high population (1.2M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1156958,112554,0.82,74.0,64.6
516,Anuppur,Madhya Pradesh,3.82,wet-bulb heat,2.84,High wet-bulb heat hazard (2.8) compounded by poor water access (80%) and high population (1.7M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,1677583,167759,0.771,69.4,33.3
517,Ujjain,Madhya Pradesh,3.82,wet-bulb heat,2.95,High wet-bulb heat hazard (3.0) compounded by high population (3.3M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,3305307,363584,0.808,72.8,41.0
518,Pithoragarh,Uttarakhand,3.82,cold wave,2.47,High cold wave hazard (2.5) compounded by poor water access (91%).,Night shelters; blanket distribution; hot meal programmes; protect water pipes from freezing.,718159,61045,0.884,84.5,1.1
519,Bhadradri,Andhra Pradesh,3.81,wet-bulb heat,2.76,High wet-bulb heat hazard (2.8) compounded by high population (1.9M) and low adaptive capacity.,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1926462,144484,0.0,75.3,96.7
520,Raisen,Madhya Pradesh,3.81,wet-bulb heat,2.91,High wet-bulb heat hazard (2.9) compounded by high population (1.8M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1787928,196671,0.81,69.6,54.3
521,Sagar,Madhya Pradesh,3.81,wet-bulb heat,2.68,High wet-bulb heat hazard (2.7) compounded by poor water access (87%) and high population (3.6M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,3575093,393261,0.773,68.8,47.2
522,Jhalawar,Rajasthan,3.81,wet-bulb heat,2.94,High wet-bulb heat hazard (2.9) compounded by poor sanitation (62%) and high population (2.1M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,2129297,234223,0.763,62.1,64.5
523,Kallakurichi,Tamil Nadu,3.81,wet-bulb heat,2.85,High wet-bulb heat hazard (2.9) compounded by poor water access (0%) and poor sanitation (0%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,1942286,135960,0.0,0.0,113.5
524,Barwani,Madhya Pradesh,3.81,wet-bulb heat,2.82,High wet-bulb heat hazard (2.8) compounded by poor sanitation (61%) and poor water access (90%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,2356791,258053,0.73,61.0,57.1
525,Medak,Telangana,3.81,wet-bulb heat,3.64,High wet-bulb heat hazard (3.6) compounded by high population (1.3M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1295777,97185,0.859,78.2,46.1
526,Ajmer,Rajasthan,3.8,wet-bulb heat,2.96,High wet-bulb heat hazard (3.0) compounded by high population (4.0M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,4010426,461199,0.841,77.5,57.6
527,Karimnagar,Telangana,3.8,wet-bulb heat,2.78,High wet-bulb heat hazard (2.8) compounded by high population (1.7M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1699554,127467,0.876,78.8,82.6
528,Guntur,Andhra Pradesh,3.79,wet-bulb heat,2.55,High wet-bulb heat hazard (2.5) compounded by high population (7.6M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,7589914,569246,0.886,83.4,120.1
529,Ratlam,Madhya Pradesh,3.79,wet-bulb heat,2.78,High wet-bulb heat hazard (2.8) compounded by poor water access (91%) and high population (2.0M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,2037288,224103,0.786,69.4,42.0
530,Mulugu,Andhra Pradesh,3.78,wet-bulb heat,2.74,High wet-bulb heat hazard (2.7) compounded by poor water access (0%) and poor sanitation (0%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,352624,26446,0.0,0.0,95.0
531,Tiruvannamalai,Tamil Nadu,3.78,wet-bulb heat,2.73,High wet-bulb heat hazard (2.7) compounded by poor sanitation (62%) and high population (4.2M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,4189210,293246,0.861,61.7,105.5
532,Noney,Manipur,3.78,flood,2.78,High flood hazard (2.8) compounded by poor water access (0%) and poor sanitation (0%).,Protect water infrastructure from flood damage; deploy emergency tanker supply protocol.,32202,2738,0.0,0.0,10.8
533,Yavatmal,Maharashtra,3.77,wet-bulb heat,3.2,High wet-bulb heat hazard (3.2) compounded by poor water access (90%) and poor sanitation (66%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,4095284,348099,0.836,66.4,76.1
534,Jalna,Maharashtra,3.76,wet-bulb heat,3.24,High wet-bulb heat hazard (3.2) compounded by poor water access (83%) and poor sanitation (64%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,3204887,272415,0.795,63.6,45.7
535,Buldana,Maharashtra,3.76,wet-bulb heat,3.35,High wet-bulb heat hazard (3.4) compounded by poor water access (90%) and high population (4.1M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,4130560,351099,0.837,68.9,54.7
536,Ashoknagar,Madhya Pradesh,3.76,wet-bulb heat,3.08,High wet-bulb heat hazard (3.1) compounded by poor sanitation (54%) and poor water access (90%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,1454081,159949,0.73,53.7,53.6
537,Pali,Rajasthan,3.76,wet-bulb heat,2.15,High wet-bulb heat hazard (2.1) compounded by high population (3.1M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,3087299,355038,0.862,81.8,49.4
538,Nanded,Maharashtra,3.75,wet-bulb heat,3.49,High wet-bulb heat hazard (3.5) compounded by high population (5.5M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,5538501,465705,0.834,68.0,66.6
539,Nabarangapur,Odisha,3.75,wet-bulb heat,3.07,High wet-bulb heat hazard (3.1) compounded by poor sanitation (44%) and high population (1.9M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,1908059,190810,0.701,44.1,43.5
540,Jammu,Jammu & Kashmir,3.75,cold wave,0.82,High cold wave hazard (0.8) compounded by high population (2.1M).,Targeted protection for elderly and children; heated community spaces.,2079595,192955,0.917,81.2,0.0
541,Kurung Kumey,Arunachal Pradesh,3.74,landslide,1.95,High landslide hazard (1.9).,Pre-position rescue equipment; community early warning via voice messages; slope stabilisation.,60578,5753,0.834,78.3,0.0
542,Amravati,Maharashtra,3.74,wet-bulb heat,3.12,High wet-bulb heat hazard (3.1) compounded by high population (4.3M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,4291191,364749,0.876,75.7,64.6
543,Parbhani,Maharashtra,3.74,wet-bulb heat,3.47,High wet-bulb heat hazard (3.5) compounded by poor sanitation (60%) and poor water access (89%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,3073674,261262,0.791,60.1,63.0
544,Washim,Maharashtra,3.74,wet-bulb heat,3.4,High wet-bulb heat hazard (3.4) compounded by poor water access (74%) and poor sanitation (62%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,2008445,170720,0.782,61.5,53.2
545,Pulwama,Jammu & Kashmir,3.74,cold wave,2.39,High cold wave hazard (2.4).,Distribute blankets and warm clothing; open night shelters; ensure hot water supply.,825245,78398,0.917,91.6,0.0
546,Nizamabad,Telangana,3.74,wet-bulb heat,3.11,High wet-bulb heat hazard (3.1) compounded by high population (2.3M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,2323303,174247,0.85,72.5,64.3
547,South District,Sikkim,3.73,landslide,2.12,High landslide hazard (2.1).,Pre-position rescue equipment; community early warning via voice messages; slope stabilisation.,585128,46664,0.915,91.7,1.4
548,Rajanna Sircilla,Telangana,3.73,wet-bulb heat,2.55,High wet-bulb heat hazard (2.5).,Stock cooling equipment at PHCs; community wet-bulb awareness campaigns.,823368,61752,0.864,77.4,51.2
549,Hingoli,Maharashtra,3.71,wet-bulb heat,3.34,High wet-bulb heat hazard (3.3) compounded by high population (1.9M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1871730,159096,0.839,69.0,58.2
550,Sangareddy,Telangana,3.71,wet-bulb heat,2.53,High wet-bulb heat hazard (2.5) compounded by high population (3.5M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,3492548,262928,0.833,68.0,34.9
551,Bangalore Rural,Karnataka,3.71,drought,1.61,High drought hazard (1.6) compounded by high population (2.4M).,Diversify water sources; rainwater harvesting; demand management; MGNREGA drought works.,2439489,195160,0.923,88.8,5.3
552,Chhindwara,Madhya Pradesh,3.7,wet-bulb heat,3.37,High wet-bulb heat hazard (3.4) compounded by poor water access (89%) and high population (3.5M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,3474941,369639,0.817,77.1,37.7
553,Rajgarh,Madhya Pradesh,3.7,wet-bulb heat,3.16,High wet-bulb heat hazard (3.2) compounded by poor sanitation (48%) and poor water access (74%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,2474707,272219,0.676,47.8,56.6
554,Shupiyan,Jammu & Kashmir,3.7,cold wave,3.57,High cold wave hazard (3.6).,Distribute blankets and warm clothing; open night shelters; ensure hot water supply.,591649,56207,0.914,86.5,0.0
555,Warangal (U),Telangana,3.7,wet-bulb heat,1.64,High wet-bulb heat hazard (1.6) compounded by high population (1.3M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1284089,96307,0.853,74.3,50.2
556,Vizianagaram,Andhra Pradesh,3.69,wet-bulb heat,3.19,High wet-bulb heat hazard (3.2) compounded by poor sanitation (62%) and high population (3.3M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,3312900,331291,0.782,61.7,113.4
557,Nashik,Maharashtra,3.68,wet-bulb heat,2.52,High wet-bulb heat hazard (2.5) compounded by poor water access (86%) and high population (9.9M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,9909122,842274,0.822,68.3,24.8
558,Adilabad,Telangana,3.68,wet-bulb heat,3.33,High wet-bulb heat hazard (3.3) compounded by poor sanitation (51%) and high population (1.1M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,1071503,91076,0.784,50.8,75.7
559,Agar,Madhya Pradesh,3.68,wet-bulb heat,3.1,High wet-bulb heat hazard (3.1) compounded by poor water access (81%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,938356,103218,0.77,72.3,54.9
560,Bhilwara,Rajasthan,3.67,wet-bulb heat,2.7,High wet-bulb heat hazard (2.7) compounded by poor sanitation (62%) and high population (3.7M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,3674026,422512,0.774,62.3,53.3
561,Shimla,Himachal Pradesh,3.67,cold wave,2.93,High cold wave hazard (2.9) compounded by high population (1.2M).,Targeted protection for elderly and children; heated community spaces.,1217245,86329,0.93,87.3,0.6
562,Rudraprayag,Uttarakhand,3.67,cold wave,2.36,High cold wave hazard (2.4).,Distribute blankets and warm clothing; open night shelters; ensure hot water supply.,262067,22276,0.896,86.8,0.9
563,Idukki,Kerala,3.67,flood,1.52,High flood hazard (1.5) compounded by poor water access (82%) and high population (1.6M).,Protect water infrastructure from flood damage; deploy emergency tanker supply protocol.,1607306,110619,0.943,97.5,20.1
564,Una,Himachal Pradesh,3.67,wet-bulb heat,3.5,High wet-bulb heat hazard (3.5) compounded by high population (1.0M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1042307,76239,0.913,81.4,62.3
565,East Khasi Hills,Meghalaya,3.67,landslide,1.77,High landslide hazard (1.8) compounded by poor water access (90%) and high population (1.4M).,Slope stabilisation; community early warning; pre-positioned rescue equipment.,1382276,152051,0.815,80.9,4.7
566,Bastar,Chhattisgarh,3.66,wet-bulb heat,3.05,High wet-bulb heat hazard (3.0) compounded by poor sanitation (61%) and high population (1.4M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,1360559,136057,0.718,61.0,38.7
567,Udaipur,Rajasthan,3.66,wet-bulb heat,2.95,High wet-bulb heat hazard (3.0) compounded by poor sanitation (60%) and high population (4.7M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,4715581,537194,0.778,60.3,44.4
568,Warangal (R),Telangana,3.66,wet-bulb heat,2.82,High wet-bulb heat hazard (2.8) compounded by poor water access (70%) and poor sanitation (53%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,1460426,109532,0.604,52.6,85.0
569,Guna,Madhya Pradesh,3.65,wet-bulb heat,2.88,High wet-bulb heat hazard (2.9) compounded by poor sanitation (56%) and poor water access (81%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,2120968,233306,0.722,55.6,51.0
570,Bid,Maharashtra,3.65,wet-bulb heat,2.9,High wet-bulb heat hazard (2.9) compounded by poor water access (85%) and poor sanitation (66%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,4248903,361156,0.815,66.4,37.7
571,Chittaurgarh,Rajasthan,3.65,wet-bulb heat,3.1,High wet-bulb heat hazard (3.1) compounded by poor sanitation (64%) and high population (2.7M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,2693577,309764,0.789,63.8,54.4
572,Shajapur,Madhya Pradesh,3.64,wet-bulb heat,2.98,High wet-bulb heat hazard (3.0) compounded by high population (1.5M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1544814,169929,0.799,74.5,50.1
573,Ukhrul,Manipur,3.64,landslide,1.67,High landslide hazard (1.7) compounded by poor water access (51%) and low adaptive capacity.,Slope stabilisation; community early warning; pre-positioned rescue equipment.,273689,24182,0.721,81.4,0.9
574,Jayashankar,Telangana,3.64,wet-bulb heat,2.39,High wet-bulb heat hazard (2.4) compounded by poor sanitation (59%) and poor water access (85%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,575839,44045,0.736,58.8,84.4
575,Sukma,Chhattisgarh,3.63,flood,2.81,High flood hazard (2.8) compounded by poor sanitation (36%) and low adaptive capacity.,Upgrade to flood-resilient sealed sanitation (DEWATS/sealed septic); protect water sources from contamination.,480524,47078,0.668,35.5,82.3
576,Latur,Maharashtra,3.63,wet-bulb heat,3.3,High wet-bulb heat hazard (3.3) compounded by high population (3.7M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,3652337,306483,0.862,72.5,39.6
577,Dindori,Madhya Pradesh,3.63,wet-bulb heat,2.99,High wet-bulb heat hazard (3.0) compounded by poor water access (66%) and poor sanitation (48%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,1005294,106899,0.66,47.9,25.9
578,South West Khasi Hills,Meghalaya,3.62,flood,1.16,High flood hazard (1.2) compounded by poor water access (85%).,Protect water infrastructure from flood damage; deploy emergency tanker supply protocol.,247305,27204,0.775,89.6,17.0
579,Bageshwar,Uttarakhand,3.61,cold wave,2.06,High cold wave hazard (2.1).,Distribute blankets and warm clothing; open night shelters; ensure hot water supply.,372267,31644,0.892,88.5,1.0
580,Sirmaur,Himachal Pradesh,3.61,wet-bulb heat,1.77,High wet-bulb heat hazard (1.8).,Stock cooling equipment at PHCs; community wet-bulb awareness campaigns.,603355,46269,0.896,84.3,13.7
581,Mahabubabad,Telangana,3.59,wet-bulb heat,2.78,High wet-bulb heat hazard (2.8) compounded by high population (1.1M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1068909,80169,0.83,68.6,93.6
582,Kanniyakumari,Tamil Nadu,3.59,flood,3.16,High flood hazard (3.2) compounded by high population (2.4M).,Prioritise flood early warning for dense settlements; child-safe evacuation points.,2365749,153773,0.982,96.2,59.3
583,Khawzawl,Mizoram,3.58,flood,2.13,High flood hazard (2.1) compounded by poor water access (0%) and poor sanitation (0%).,Protect water infrastructure from flood damage; deploy emergency tanker supply protocol.,86512,7786,0.0,0.0,2.2
584,Yadadri Bhongiri,Telangana,3.57,wet-bulb heat,2.94,High wet-bulb heat hazard (2.9) compounded by high population (1.1M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1109973,83247,0.882,81.9,59.1
585,Hnahthial,Mizoram,3.57,flood,2.72,High flood hazard (2.7) compounded by poor water access (0%) and poor sanitation (0%).,Protect water infrastructure from flood damage; deploy emergency tanker supply protocol.,34757,3128,0.0,0.0,7.9
586,Srinagar,Jammu & Kashmir,3.57,cold wave,2.82,High cold wave hazard (2.8) compounded by high population (1.6M).,Targeted protection for elderly and children; heated community spaces.,1647962,156556,0.911,86.8,0.0
587,Betul,Madhya Pradesh,3.55,wet-bulb heat,2.96,High wet-bulb heat hazard (3.0) compounded by poor sanitation (60%) and poor water access (87%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,2392170,203334,0.79,59.8,30.7
588,Kangra,Himachal Pradesh,3.53,wet-bulb heat,2.37,High wet-bulb heat hazard (2.4) compounded by high population (2.2M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,2174193,152192,0.896,73.3,19.4
589,Osmanabad,Maharashtra,3.53,wet-bulb heat,3.09,High wet-bulb heat hazard (3.1) compounded by high population (2.7M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,2679053,223565,0.869,71.2,36.0
590,Siddipet,Telangana,3.52,wet-bulb heat,3.16,High wet-bulb heat hazard (3.2) compounded by high population (1.7M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1688768,126657,0.89,84.1,48.5
591,Solapur,Maharashtra,3.51,wet-bulb heat,2.64,High wet-bulb heat hazard (2.6) compounded by high population (7.3M) and poor water access (90%).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,7251563,580124,0.837,67.8,41.1
592,Rajsamand,Rajasthan,3.51,wet-bulb heat,2.8,High wet-bulb heat hazard (2.8) compounded by high population (1.7M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1739734,200068,0.819,72.1,41.5
593,Suryapet,Telangana,3.51,wet-bulb heat,2.56,High wet-bulb heat hazard (2.6) compounded by high population (1.5M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1521033,114078,0.862,77.9,106.8
594,Pakke Kessang,Arunachal Pradesh,3.51,cold wave,1.13,High cold wave hazard (1.1) compounded by poor water access (0%) and poor sanitation (0%).,Night shelters; blanket distribution; hot meal programmes; protect water pipes from freezing.,66450,6313,0.0,0.0,5.9
595,Chamoli,Uttarakhand,3.5,cold wave,2.14,High cold wave hazard (2.1).,Distribute blankets and warm clothing; open night shelters; ensure hot water supply.,754114,64098,0.885,87.6,0.9
596,Narayanpur,Chhattisgarh,3.5,flood,2.69,High flood hazard (2.7) compounded by poor sanitation (53%) and poor water access (90%).,Upgrade to flood-resilient sealed sanitation (DEWATS/sealed septic); protect water sources from contamination.,182771,18275,0.698,52.8,42.0
597,Upper Subansiri,Arunachal Pradesh,3.49,cold wave,1.92,High cold wave hazard (1.9).,Distribute blankets and warm clothing; open night shelters; ensure hot water supply.,185490,17619,0.809,80.9,0.0
598,Senapati,Manipur,3.49,landslide,1.31,High landslide hazard (1.3) compounded by poor water access (64%) and low adaptive capacity.,Slope stabilisation; community early warning; pre-positioned rescue equipment.,596229,53209,0.753,84.4,0.9
599,Punch,Jammu & Kashmir,3.48,cold wave,2.64,High cold wave hazard (2.6) compounded by poor water access (77%) and poor sanitation (67%).,Night shelters; blanket distribution; hot meal programmes; protect water pipes from freezing.,832082,79046,0.799,66.7,0.0
600,Khammam,Telangana,3.48,wet-bulb heat,2.19,High wet-bulb heat hazard (2.2) compounded by high population (2.0M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1961351,147102,0.883,84.5,94.2
601,Lower Subansiri,Arunachal Pradesh,3.48,cold wave,1.36,High cold wave hazard (1.4).,Distribute blankets and warm clothing; open night shelters; ensure hot water supply.,111449,10588,0.867,82.8,0.0
602,Kamjong,Manipur,3.47,landslide,1.55,High landslide hazard (1.6) compounded by poor water access (0%) and poor sanitation (0%).,Slope stabilisation; community early warning; pre-positioned rescue equipment.,77227,6564,0.0,0.0,1.6
603,West Khasi Hills,Meghalaya,3.47,landslide,1.4,High landslide hazard (1.4) compounded by poor water access (80%) and low adaptive capacity.,Slope stabilisation; community early warning; pre-positioned rescue equipment.,679711,74767,0.76,87.8,4.7
604,Nalgonda,Telangana,3.46,wet-bulb heat,2.85,High wet-bulb heat hazard (2.9) compounded by high population (2.5M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,2546396,190980,0.86,76.4,99.3
605,Bidar,Karnataka,3.45,wet-bulb heat,3.23,High wet-bulb heat hazard (3.2) compounded by poor sanitation (56%) and high population (2.5M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,2473150,186679,0.827,56.5,39.3
